"Nr.zrodla","C","Si","S","P","Mg","Mn","Ni","Cu","Mo","Cr","Al","Sn","B","V","Wydzielenia.grafitu","Udzial.wydzielen.grafitu","Srednica.sferoidow","Wielkosc.sferoidow","Nodularity","Udzial.perlitu","Udzial.ferrytu","Rm.as.cast","A5.as.cast","Minimalna.grubosc.scianki","Temperatura.austenityzacji","Czas.austenityzacji","Temperatura.przemiany.izotermicznej","Czas.przemiany.izotermicznej","Rm","R0.2","A5","Udarnosc.Charpy","Temperatura.pomiaru.udarnosci","Udzial.austenitu","Martensite.volume.fraction.X","Retained.austenite.volume.fraction.X","Twardosc"
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,290,180,1360,1060,4.1,NA,NA,NA,NA,NA,372
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,260,180,1500,1140,3.6,NA,NA,NA,NA,NA,415
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,230,180,NA,NA,NA,NA,NA,NA,NA,NA,448
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,385,120,1050,455,10.8,NA,NA,NA,NA,NA,290
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,370,120,1080,772,10.2,NA,NA,NA,NA,NA,297
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,355,120,1120,814,8.8,NA,NA,NA,NA,NA,305
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,345,120,1130,841,5.4,NA,NA,NA,NA,NA,313
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,315,120,1230,910,7,NA,NA,NA,NA,NA,332
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,290,120,1380,1010,4.8,NA,NA,NA,NA,NA,352
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,260,120,1480,1100,3,NA,NA,NA,NA,NA,415
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,230,120,1450,1040,1.9,NA,NA,NA,NA,NA,437
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,385,90,1080,572,11.2,NA,NA,NA,NA,NA,290
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,370,90,1040,700,10.6,NA,NA,NA,NA,NA,297
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,355,90,1100,779,9.8,NA,NA,NA,NA,NA,297
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,345,90,1100,786,6.8,NA,NA,NA,NA,NA,305
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,315,90,1230,896,7.1,NA,NA,NA,NA,NA,332
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,290,90,1350,1000,4.7,NA,NA,NA,NA,NA,362
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,260,90,1450,1050,4,NA,NA,NA,NA,NA,404
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,230,90,1560,882,2.9,NA,NA,NA,NA,NA,448
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,385,75,979,558,8.6,NA,NA,NA,NA,NA,305
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,370,75,1050,717,8.7,NA,NA,NA,NA,NA,297
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,355,75,1110,765,10.4,NA,NA,NA,NA,NA,313
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,345,75,1130,731,8.5,NA,NA,NA,NA,NA,313
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,315,75,1210,827,6.8,NA,NA,NA,NA,NA,342
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,290,75,1400,1030,4.6,NA,NA,NA,NA,NA,372
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,260,75,1420,1010,2.6,NA,NA,NA,NA,NA,404
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,230,75,1320,717,1.8,NA,NA,NA,NA,NA,460
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,385,60,1030,614,9,NA,NA,NA,NA,NA,290
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,370,60,1010,655,7.4,NA,NA,NA,NA,NA,283
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,355,60,1090,738,8.1,NA,NA,NA,NA,NA,297
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,345,60,1130,731,8.8,NA,NA,NA,NA,NA,313
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,315,60,1310,958,4.5,NA,NA,NA,NA,NA,362
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,290,60,1390,965,4.4,NA,NA,NA,NA,NA,382
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,260,60,1490,924,3.8,NA,NA,NA,NA,NA,415
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,230,60,1120,841,1,NA,NA,NA,NA,NA,496
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,370,30,1050,820,2.9,NA,NA,NA,NA,NA,352
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,355,30,1180,731,6.9,NA,NA,NA,NA,NA,305
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,345,30,1170,731,5.4,NA,NA,NA,NA,NA,332
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,315,30,1310,862,4.2,NA,NA,NA,NA,NA,362
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,290,30,1410,800,4.2,NA,NA,NA,NA,NA,393
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,260,30,1160,NA,1.4,NA,NA,NA,NA,NA,448
29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.03,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,230,30,896,NA,0.8,NA,NA,NA,NA,NA,534
30,3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,60,400,60,1066,775,15,11,-20,22,NA,NA,295
30,3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,60,370,60,1153,980,13,11,-20,28,NA,NA,320
30,3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,60,335,60,1271,1093,10,10,-20,23,NA,NA,355
30,3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,60,300,60,1490,1243,7,7,-20,19,NA,NA,405
30,3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,60,270,60,1597,1424,5,6,-20,16,NA,NA,425
30,3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,60,240,60,1725,1470,2,4,-20,16,NA,NA,465
38,3.5,2.5,0.004,0.02,0.035,0.25,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,375,240,NA,NA,6.5,NA,NA,NA,NA,NA,307
38,3.5,2.5,0.004,0.02,0.035,0.25,1.4,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,375,240,NA,NA,5.7,NA,NA,NA,NA,NA,302
38,3.5,2.5,0.004,0.02,0.035,0.25,1.4,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,375,240,NA,NA,5.9,NA,NA,NA,NA,NA,306
38,3.5,2.5,0.004,0.02,0.035,0.25,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,375,240,NA,NA,6.9,NA,NA,NA,NA,NA,297
38,3.5,2.5,0.004,0.02,0.035,0.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,375,240,NA,NA,7.3,NA,NA,NA,NA,NA,303
38,3.5,2.5,0.004,0.02,0.035,0.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,375,240,NA,NA,7.1,NA,NA,NA,NA,NA,305
38,3.5,2.5,0.004,0.02,0.035,0.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,375,240,NA,NA,5.5,NA,NA,NA,NA,NA,322
38,3.1,2.5,0.004,0.02,0.035,0.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,375,240,NA,NA,7.5,NA,NA,NA,NA,NA,310
38,3.5,2.5,0.004,0.02,0.035,0.25,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,325,240,NA,NA,4.3,NA,NA,NA,NA,NA,378
38,3.5,2.5,0.004,0.02,0.035,0.25,1.4,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,325,240,NA,NA,3.6,NA,NA,NA,NA,NA,373
38,3.5,2.5,0.004,0.02,0.035,0.25,1.4,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,325,240,NA,NA,3.2,NA,NA,NA,NA,NA,373
38,3.5,2.5,0.004,0.02,0.035,0.25,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,325,240,NA,NA,3.5,NA,NA,NA,NA,NA,356
38,3.5,2.5,0.004,0.02,0.035,0.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,325,240,NA,NA,5,NA,NA,NA,NA,NA,365
38,3.5,2.5,0.004,0.02,0.035,0.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,325,240,NA,NA,4,NA,NA,NA,NA,NA,369
38,3.5,2.5,0.004,0.02,0.035,0.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,325,240,NA,NA,2.4,NA,NA,NA,NA,NA,347
38,3.1,2.5,0.004,0.02,0.035,0.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,325,240,NA,NA,4.8,NA,NA,NA,NA,NA,374
39,3.6,3.2,0.013,0.015,0.06,0.24,0.68,0.78,0.31,NA,NA,NA,NA,NA,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,60,435,60,1024,600,3.15,NA,NA,32.5,NA,NA,330
39,3.6,3.2,0.013,0.015,0.06,0.24,0.68,0.78,0.31,NA,NA,NA,NA,NA,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,60,409,60,1025,550,6.6,NA,NA,44,NA,NA,304
39,3.6,3.2,0.013,0.015,0.06,0.24,0.68,0.78,0.31,NA,NA,NA,NA,NA,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,60,381,60,1040,670,6.7,NA,NA,37.5,NA,NA,325
39,3.6,3.58,0.01,0.014,0.054,0.24,0.65,0.68,0.32,NA,NA,NA,NA,NA,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,60,430,60,1123,580,4,NA,NA,33,NA,NA,331
39,3.6,3.58,0.01,0.014,0.054,0.24,0.65,0.68,0.32,NA,NA,NA,NA,NA,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,60,408,60,1100,555,4.25,NA,NA,39,NA,NA,313
39,3.6,3.58,0.01,0.014,0.054,0.24,0.65,0.68,0.32,NA,NA,NA,NA,NA,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,60,380,60,1125,730,9.4,NA,NA,40,NA,NA,330
39,3.66,2.69,0.005,0.012,0.047,0.2,0.61,0.59,0.28,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,60,454,60,990,525,2.5,NA,NA,15,NA,NA,338
39,3.66,2.69,0.005,0.012,0.047,0.2,0.61,0.59,0.28,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,60,415,60,1025,550,6.4,NA,NA,40,NA,NA,304
39,3.66,2.69,0.005,0.012,0.047,0.2,0.61,0.59,0.28,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,60,375,60,1040,775,7,NA,NA,38,NA,NA,338
39,3.66,2.69,0.005,0.012,0.047,0.2,0.61,0.59,0.28,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,60,360,60,1190,880,5.35,NA,NA,33,NA,NA,363
41,3.6,2.66,0.01,0.05,0.085,0.13,0.52,0.52,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,920,120,320,120,1191,925,3.8,NA,NA,NA,NA,NA,326
41,3.2,2.5,0.015,0.04,0.085,0.15,0.97,0.6,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,920,120,320,120,1140,889,3.5,NA,NA,NA,NA,NA,288
41,3.6,2.66,0.01,0.05,0.085,0.13,0.52,0.52,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,920,120,320,120,1282,956,4.1,NA,NA,NA,NA,NA,362
41,3.2,2.5,0.015,0.04,0.085,0.15,0.97,0.6,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,920,120,320,120,1260,885,4.5,NA,NA,NA,NA,NA,373
41,3.6,2.66,0.01,0.05,0.085,0.13,0.52,0.52,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,920,120,320,120,1204,754,5.5,NA,NA,NA,NA,NA,331
41,3.2,2.5,0.015,0.04,0.085,0.15,0.97,0.6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,920,120,320,120,1187,790,2.9,NA,NA,NA,NA,NA,325
41,3.6,2.66,0.01,0.05,0.085,0.13,0.52,0.52,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,900,120,340,120,1096,763,6.6,NA,NA,NA,NA,NA,286
41,3.2,2.5,0.015,0.04,0.085,0.15,0.97,0.6,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,900,120,340,120,1034,862,6.2,NA,NA,NA,NA,NA,260
41,3.6,2.66,0.01,0.05,0.085,0.13,0.52,0.52,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,900,120,340,120,1026,754,4.9,NA,NA,NA,NA,NA,276
41,3.2,2.5,0.015,0.04,0.085,0.15,0.97,0.6,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,900,120,340,120,1062,766,6.5,NA,NA,NA,NA,NA,285
41,3.6,2.66,0.01,0.05,0.085,0.13,0.52,0.52,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,900,120,340,120,1091,740,6.5,NA,NA,NA,NA,NA,293
41,3.2,2.5,0.015,0.04,0.085,0.15,0.97,0.6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,900,120,340,120,1091,768,5.3,NA,NA,NA,NA,NA,298
41,3.6,2.66,0.01,0.05,0.085,0.13,0.52,0.52,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,880,120,360,120,951,579,8.5,NA,NA,NA,NA,NA,254
41,3.2,2.5,0.015,0.04,0.085,0.15,0.97,0.6,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,880,120,360,120,915,742,8.9,NA,NA,NA,NA,NA,248
41,3.6,2.66,0.01,0.05,0.085,0.13,0.52,0.52,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,880,120,360,120,931,714,8.8,NA,NA,NA,NA,NA,242
41,3.2,2.5,0.015,0.04,0.085,0.15,0.97,0.6,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,880,120,360,120,1052,724,6.6,NA,NA,NA,NA,NA,289
41,3.6,2.66,0.01,0.05,0.085,0.13,0.52,0.52,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,880,120,360,120,1003,627,8,NA,NA,NA,NA,NA,270
41,3.2,2.5,0.015,0.04,0.085,0.15,0.97,0.6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,880,120,360,120,937,656,9.6,NA,NA,NA,NA,NA,240
41,3.6,2.66,0.01,0.05,0.085,0.13,0.52,0.52,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,860,120,380,120,862,613,11.3,NA,NA,NA,NA,NA,221
41,3.2,2.5,0.015,0.04,0.085,0.15,0.97,0.6,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,860,120,380,120,852,651,8.8,NA,NA,NA,NA,NA,223
41,3.6,2.66,0.01,0.05,0.085,0.13,0.52,0.52,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,860,120,380,120,860,605,10.2,NA,NA,NA,NA,NA,220
41,3.2,2.5,0.015,0.04,0.085,0.15,0.97,0.6,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,860,120,380,120,825,643,11.6,NA,NA,NA,NA,NA,218
41,3.6,2.66,0.01,0.05,0.085,0.13,0.52,0.52,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,860,120,380,120,992,651,9.8,NA,NA,NA,NA,NA,266
41,3.2,2.5,0.015,0.04,0.085,0.15,0.97,0.6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,860,120,380,120,928,703,6.9,NA,NA,NA,NA,NA,225
41,3.5,2.35,0.015,0.035,0.065,0.13,1,0.95,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,920,120,320,120,1231,956,3.1,NA,NA,NA,NA,NA,346
41,3.5,2.35,0.015,0.035,0.065,0.13,1,0.95,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,920,120,320,120,1091,808,6.9,NA,NA,NA,NA,NA,290
41,3.5,2.35,0.015,0.035,0.065,0.13,1,0.95,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,920,120,320,120,1230,826,5.1,NA,NA,NA,NA,NA,337
41,3.5,2.35,0.015,0.035,0.065,0.13,1,0.95,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,900,120,340,120,1003,793,6.6,NA,NA,NA,NA,NA,258
41,3.5,2.35,0.015,0.035,0.065,0.13,1,0.95,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,900,120,340,120,971,713,10.7,NA,NA,NA,NA,NA,262
41,3.5,2.35,0.015,0.035,0.065,0.13,1,0.95,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,900,120,340,120,1104,775,5.7,NA,NA,NA,NA,NA,297
41,3.5,2.35,0.015,0.035,0.065,0.13,1,0.95,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,880,120,360,120,883,676,8.2,NA,NA,NA,NA,NA,229
41,3.5,2.35,0.015,0.035,0.065,0.13,1,0.95,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,880,120,360,120,1023,721,8.3,NA,NA,NA,NA,NA,276
41,3.5,2.35,0.015,0.035,0.065,0.13,1,0.95,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,880,120,360,120,986,722,9.6,NA,NA,NA,NA,NA,258
41,3.5,2.35,0.015,0.035,0.065,0.13,1,0.95,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,860,120,380,120,868,614,11,NA,NA,NA,NA,NA,225
41,3.5,2.35,0.015,0.035,0.065,0.13,1,0.95,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,860,120,380,120,921,693,11,NA,NA,NA,NA,NA,249
41,3.5,2.35,0.015,0.035,0.065,0.13,1,0.95,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,860,120,380,120,933,686,5.7,NA,NA,NA,NA,NA,232
41,3.55,2.3,0.015,0.035,0.06,0.13,1.45,0.6,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,920,120,320,120,1191,926,3.4,NA,NA,NA,NA,NA,330
41,3.55,2.3,0.015,0.035,0.06,0.13,1.45,0.6,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,920,120,320,120,1130,888,5.6,NA,NA,NA,NA,NA,301
41,3.55,2.3,0.015,0.035,0.06,0.13,1.45,0.6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,920,120,320,120,1087,755,3.5,NA,NA,NA,NA,NA,310
41,3.55,2.3,0.015,0.035,0.06,0.13,1.45,0.6,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,900,120,340,120,1046,799,5.9,NA,NA,NA,NA,NA,284
41,3.55,2.3,0.015,0.035,0.06,0.13,1.45,0.6,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,900,120,340,120,868,740,3.5,NA,NA,NA,NA,NA,230
41,3.55,2.3,0.015,0.035,0.06,0.13,1.45,0.6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,900,120,340,120,1065,755,4.3,NA,NA,NA,NA,NA,280
41,3.55,2.3,0.015,0.035,0.06,0.13,1.45,0.6,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,880,120,360,120,914,647,8.6,NA,NA,NA,NA,NA,250
41,3.55,2.3,0.015,0.035,0.06,0.13,1.45,0.6,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,880,120,360,120,1091,751,8.3,NA,NA,NA,NA,NA,289
