"Nr.zrodla","C","Si","S","P","Mg","Mn","Ni","Cu","Mo","Cr","Al","Sn","B","V","Wydzielenia.grafitu","Udzial.wydzielen.grafitu","Srednica.sferoidow","Wielkosc.sferoidow","Nodularity","Udzial.perlitu","Udzial.ferrytu","Rm.as.cast","A5.as.cast","Minimalna.grubosc.scianki","Temperatura.austenityzacji","Czas.austenityzacji","Temperatura.przemiany.izotermicznej","Czas.przemiany.izotermicznej","Rm","R0.2","A5","Udarnosc.Charpy","Temperatura.pomiaru.udarnosci","Udzial.austenitu","Martensite.volume.fraction.X","Retained.austenite.volume.fraction.X","Twardosc"
41,3.55,2.3,0.015,0.035,0.06,0.13,1.45,0.6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,880,120,360,120,946,666,9,NA,NA,NA,NA,NA,256
41,3.55,2.3,0.015,0.035,0.06,0.13,1.45,0.6,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,860,120,380,120,883,651,10.3,NA,NA,NA,NA,NA,230
41,3.55,2.3,0.015,0.035,0.06,0.13,1.45,0.6,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,860,120,380,120,935,712,7.3,NA,NA,NA,NA,NA,243
41,3.55,2.3,0.015,0.035,0.06,0.13,1.45,0.6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,860,120,380,120,930,695,8.2,NA,NA,NA,NA,NA,242
41,3.6,2.4,0.01,0.035,0.058,0.19,0.98,0.22,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,920,120,320,120,1078,823,8,NA,NA,NA,NA,NA,280
41,3.6,2.4,0.01,0.035,0.058,0.19,0.98,0.22,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,920,120,320,120,1263,898,4.3,NA,NA,NA,NA,NA,366
41,3.6,2.4,0.01,0.035,0.058,0.19,0.98,0.22,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,920,120,320,120,1204,741,5.7,NA,NA,NA,NA,NA,335
41,3.6,2.4,0.01,0.035,0.058,0.19,0.98,0.22,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,900,120,340,120,1068,855,6.8,NA,NA,NA,NA,NA,286
41,3.6,2.4,0.01,0.035,0.058,0.19,0.98,0.22,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,900,120,340,120,945,701,7,NA,NA,NA,NA,NA,258
41,3.6,2.4,0.01,0.035,0.058,0.19,0.98,0.22,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,900,120,340,120,1065,698,5.9,NA,NA,NA,NA,NA,275
41,3.6,2.4,0.01,0.035,0.058,0.19,0.98,0.22,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,880,120,360,120,903,635,8.6,NA,NA,NA,NA,NA,248
41,3.6,2.4,0.01,0.035,0.058,0.19,0.98,0.22,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,880,120,360,120,836,664,7,NA,NA,NA,NA,NA,222
41,3.6,2.4,0.01,0.035,0.058,0.19,0.98,0.22,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,880,120,360,120,1003,641,7.1,NA,NA,NA,NA,NA,265
41,3.6,2.4,0.01,0.035,0.058,0.19,0.98,0.22,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,860,120,380,120,868,627,8.8,NA,NA,NA,NA,NA,226
41,3.6,2.4,0.01,0.035,0.058,0.19,0.98,0.22,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,860,120,380,120,1013,686,8.3,NA,NA,NA,NA,NA,270
41,3.6,2.4,0.01,0.035,0.058,0.19,0.98,0.22,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,860,120,380,120,961,627,7.5,NA,NA,NA,NA,NA,245
41,3.3,2.2,0.012,0.02,0.055,0.1,1.49,1.03,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,920,120,320,120,1216,936,3.8,NA,NA,NA,NA,NA,361
41,3.7,2.45,0.015,0.035,0.055,0.18,0.49,0.59,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,920,120,320,120,1104,855,7.5,NA,NA,NA,NA,NA,299
41,3.3,2.2,0.012,0.02,0.055,0.1,1.49,1.03,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,920,120,320,120,1215,968,4.4,NA,NA,NA,NA,NA,368
41,3.7,2.45,0.015,0.035,0.055,0.18,0.49,0.59,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,920,120,320,120,1265,985,4.9,NA,NA,NA,NA,NA,371
41,3.3,2.2,0.012,0.02,0.055,0.1,1.49,1.03,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,920,120,320,120,1129,798,4.9,NA,NA,NA,NA,NA,312
41,3.7,2.45,0.015,0.035,0.055,0.18,0.49,0.59,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,920,120,320,120,1134,764,3.2,NA,NA,NA,NA,NA,315
41,3.3,2.2,0.012,0.02,0.055,0.1,1.49,1.03,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,900,120,340,120,984,786,6.2,NA,NA,NA,NA,NA,258
41,3.7,2.45,0.015,0.035,0.055,0.18,0.49,0.59,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,900,120,340,120,956,747,8.5,NA,NA,NA,NA,NA,281
41,3.3,2.2,0.012,0.02,0.055,0.1,1.49,1.03,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,900,120,340,120,914,702,9.1,NA,NA,NA,NA,NA,248
41,3.7,2.45,0.015,0.035,0.055,0.18,0.49,0.59,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,900,120,340,120,1003,741,8.6,NA,NA,NA,NA,NA,268
41,3.3,2.2,0.012,0.02,0.055,0.1,1.49,1.03,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,900,120,340,120,1091,762,5.5,NA,NA,NA,NA,NA,294
41,3.7,2.45,0.015,0.035,0.055,0.18,0.49,0.59,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,900,120,340,120,1078,739,5.1,NA,NA,NA,NA,NA,285
41,3.3,2.2,0.012,0.02,0.055,0.1,1.49,1.03,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,880,120,360,120,883,711,7.1,NA,NA,NA,NA,NA,228
41,3.7,2.45,0.015,0.035,0.055,0.18,0.49,0.59,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,880,120,360,120,925,704,8.5,NA,NA,NA,NA,NA,253
41,3.3,2.2,0.012,0.02,0.055,0.1,1.49,1.03,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,880,120,360,120,808,652,9.3,NA,NA,NA,NA,NA,221
41,3.7,2.45,0.015,0.035,0.055,0.18,0.49,0.59,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,880,120,360,120,919,675,8.6,NA,NA,NA,NA,NA,249
41,3.3,2.2,0.012,0.02,0.055,0.1,1.49,1.03,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,880,120,360,120,1018,720,7.4,NA,NA,NA,NA,NA,238
41,3.7,2.45,0.015,0.035,0.055,0.18,0.49,0.59,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,880,120,360,120,923,646,8.1,NA,NA,NA,NA,NA,226
41,3.3,2.2,0.012,0.02,0.055,0.1,1.49,1.03,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,860,120,380,120,852,648,8.5,NA,NA,NA,NA,NA,228
41,3.7,2.45,0.015,0.035,0.055,0.18,0.49,0.59,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,860,120,380,120,909,648,11.4,NA,NA,NA,NA,NA,241
41,3.3,2.2,0.012,0.02,0.055,0.1,1.49,1.03,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,860,120,380,120,842,683,11.4,NA,NA,NA,NA,NA,231
41,3.7,2.45,0.015,0.035,0.055,0.18,0.49,0.59,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,860,120,380,120,1052,722,6.9,NA,NA,NA,NA,NA,280
41,3.3,2.2,0.012,0.02,0.055,0.1,1.49,1.03,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,860,120,380,120,926,634,6.4,NA,NA,NA,NA,NA,235
41,3.7,2.45,0.015,0.035,0.055,0.18,0.49,0.59,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,860,120,380,120,939,695,8.2,NA,NA,NA,NA,NA,243
41,3.6,2.5,0.011,0.025,0.051,0.1,1.55,1,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,920,120,320,120,1130,901,5,NA,NA,NA,NA,NA,308
41,3.6,2.5,0.011,0.025,0.051,0.1,1.55,1,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,920,120,320,120,1203,953,4.8,NA,NA,NA,NA,NA,364
41,3.6,2.5,0.011,0.025,0.051,0.1,1.55,1,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,920,120,320,120,1257,795,4.7,NA,NA,NA,NA,NA,345
41,3.6,2.5,0.011,0.025,0.051,0.1,1.55,1,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,900,120,340,120,1062,774,6.2,NA,NA,NA,NA,NA,282
41,3.6,2.5,0.011,0.025,0.051,0.1,1.55,1,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,900,120,340,120,925,700,9.7,NA,NA,NA,NA,NA,249
41,3.6,2.5,0.011,0.025,0.051,0.1,1.55,1,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,900,120,340,120,1091,739,5,NA,NA,NA,NA,NA,295
41,3.6,2.5,0.011,0.025,0.051,0.1,1.55,1,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,880,120,360,120,883,638,7.9,NA,NA,NA,NA,NA,229
41,3.6,2.5,0.011,0.025,0.051,0.1,1.55,1,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,880,120,360,120,878,678,6.6,NA,NA,NA,NA,NA,236
41,3.6,2.5,0.011,0.025,0.051,0.1,1.55,1,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,880,120,360,120,942,662,8.5,NA,NA,NA,NA,NA,248
41,3.6,2.5,0.011,0.025,0.051,0.1,1.55,1,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,860,120,380,120,873,649,8.4,NA,NA,NA,NA,NA,226
41,3.6,2.5,0.011,0.025,0.051,0.1,1.55,1,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,860,120,380,120,1052,723,6.3,NA,NA,NA,NA,NA,286
41,3.6,2.5,0.011,0.025,0.051,0.1,1.55,1,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,860,120,380,120,932,652,11.9,NA,NA,NA,NA,NA,235
41,3.45,2.55,0.01,0.04,0.05,0.1,0.5,0.96,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,920,120,320,120,1183,832,2.9,NA,NA,NA,NA,NA,254
41,3.45,2.55,0.01,0.04,0.05,0.1,0.5,0.96,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,920,120,320,120,1252,848,3.3,NA,NA,NA,NA,NA,360
41,3.45,2.55,0.01,0.04,0.05,0.1,0.5,0.96,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,920,120,320,120,1191,732,5.4,NA,NA,NA,NA,NA,328
41,3.45,2.55,0.01,0.04,0.05,0.1,0.5,0.96,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,900,120,340,120,1048,848,5.4,NA,NA,NA,NA,NA,281
41,3.45,2.55,0.01,0.04,0.05,0.1,0.5,0.96,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,900,120,340,120,904,666,7.4,NA,NA,NA,NA,NA,240
41,3.45,2.55,0.01,0.04,0.05,0.1,0.5,0.96,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,900,120,340,120,1029,723,4.6,NA,NA,NA,NA,NA,276
41,3.45,2.55,0.01,0.04,0.05,0.1,0.5,0.96,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,880,120,360,120,897,647,8.3,NA,NA,NA,NA,NA,230
41,3.45,2.55,0.01,0.04,0.05,0.1,0.5,0.96,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,880,120,360,120,1029,714,6.5,NA,NA,NA,NA,NA,270
41,3.45,2.55,0.01,0.04,0.05,0.1,0.5,0.96,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,880,120,360,120,935,584,6.6,NA,NA,NA,NA,NA,248
41,3.45,2.55,0.01,0.04,0.05,0.1,0.5,0.96,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,12.5,860,120,380,120,835,642,10.8,NA,NA,NA,NA,NA,218
41,3.45,2.55,0.01,0.04,0.05,0.1,0.5,0.96,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,25,860,120,380,120,992,641,9.8,NA,NA,NA,NA,NA,263
41,3.45,2.55,0.01,0.04,0.05,0.1,0.5,0.96,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,860,120,380,120,989,641,10.7,NA,NA,NA,NA,NA,245
42,3.54,2.65,0.019,0.06,0.051,0.26,1.52,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,900,120,380,120,1038,NA,13.2,NA,NA,NA,NA,NA,292
42,3.54,2.65,0.019,0.06,0.051,0.26,1.52,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,900,120,360,120,1075,NA,12.8,NA,NA,NA,NA,NA,310
42,3.54,2.65,0.019,0.06,0.051,0.26,1.52,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,900,120,360,120,1128,795,7.8,NA,NA,NA,NA,NA,321
42,3.54,2.65,0.019,0.06,0.051,0.26,1.52,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,900,120,340,120,1203,NA,8.7,NA,NA,NA,NA,NA,360
42,3.54,2.65,0.019,0.06,0.051,0.26,1.52,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,900,120,320,120,1260,NA,7.3,NA,NA,NA,NA,NA,368
42,3.54,2.65,0.019,0.06,0.051,0.26,1.52,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,900,120,300,120,1340,NA,5.2,NA,NA,NA,NA,NA,379
42,3.54,2.65,0.019,0.06,0.051,0.26,1.52,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,900,120,300,120,1436,1137,2.6,NA,NA,NA,NA,NA,410
42,3.54,2.65,0.019,0.06,0.051,0.26,1.52,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,900,120,280,120,1470,NA,3.8,NA,NA,NA,NA,NA,426
53,3.47,3.07,0.03,0.02,NA,0.22,0.52,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,300,120,NA,NA,NA,NA,NA,NA,NA,NA,350
53,3.47,3.07,0.03,0.02,NA,0.22,0.52,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,340,120,NA,NA,NA,NA,NA,NA,NA,NA,315
53,3.47,3.07,0.03,0.02,NA,0.22,0.52,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,380,120,NA,NA,NA,NA,NA,NA,NA,NA,285
53,3.17,3.18,0.01,0.02,NA,0.22,1.12,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,300,120,NA,NA,NA,NA,NA,NA,NA,NA,360
53,3.17,3.18,0.01,0.02,NA,0.22,1.12,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,340,120,NA,NA,NA,NA,NA,NA,NA,NA,320
53,3.17,3.18,0.01,0.02,NA,0.22,1.12,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,380,120,NA,NA,NA,NA,NA,NA,NA,NA,290
57,3.5,2.5,NA,NA,0.03,NA,1.1,0.6,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,315,30,NA,NA,NA,17,21,NA,NA,12,487
57,3.5,2.5,NA,NA,0.03,NA,1.1,0.6,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,315,60,1155,1050,1,45,21,NA,NA,15,463
57,3.5,2.5,NA,NA,0.03,NA,1.1,0.6,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,315,120,1325,1145,1.5,60,21,NA,NA,17,465
57,3.5,2.5,NA,NA,0.03,NA,1.1,0.6,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,315,180,1400,1183,2.5,71,21,NA,NA,22.5,467
57,3.5,2.5,NA,NA,0.03,NA,1.1,0.6,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,315,240,1375,1200,2.4,68,21,NA,NA,22,468
57,3.5,2.5,NA,NA,0.03,NA,1.1,0.6,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,315,360,NA,NA,NA,65,21,NA,NA,20,470
57,3.5,2.5,NA,NA,0.03,NA,1.1,0.6,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,350,30,NA,NA,NA,25,21,NA,NA,33,390
57,3.5,2.5,NA,NA,0.03,NA,1.1,0.6,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,350,60,800,580,2.35,70,21,NA,NA,37,335
57,3.5,2.5,NA,NA,0.03,NA,1.1,0.6,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,350,120,830,600,3.4,110,21,NA,NA,41,315
57,3.5,2.5,NA,NA,0.03,NA,1.1,0.6,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,350,180,860,612,4.7,115,21,NA,NA,44,310
57,3.5,2.5,NA,NA,0.03,NA,1.1,0.6,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,350,240,855,620,4.2,111,21,NA,NA,40.5,310
57,3.5,2.5,NA,NA,0.03,NA,1.1,0.6,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,350,360,NA,NA,NA,105,21,NA,NA,25,315
60,3.69,2.47,0.01,0.05,0.037,0.28,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930,120,325,120,1115,1005,1,NA,NA,NA,NA,NA,400
60,3.69,2.47,0.01,0.05,0.037,0.28,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930,120,300,120,1160,1085,1,NA,NA,NA,NA,NA,430
60,3.69,2.47,0.01,0.05,0.037,0.28,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930,120,325,60,1025,700,1,NA,NA,NA,NA,NA,380
60,3.69,2.47,0.01,0.05,0.037,0.28,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930,120,300,60,1075,1000,1,NA,NA,NA,NA,NA,430
62,3.46,2.48,0.01,0.02,0.043,0.39,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910,120,350,180,1070,NA,7.6,NA,NA,39.9,NA,NA,391
62,3.46,2.48,0.01,0.02,0.043,0.39,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910,120,320,180,1275,NA,6.68,NA,NA,34.4,NA,NA,342
62,3.46,2.48,0.01,0.02,0.043,0.39,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910,120,290,180,1455,NA,5,NA,NA,32.8,NA,NA,308
102,3.68,2.47,0.014,0.006,0.056,0.23,0.15,1.1,0,0,0,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,846,4.4,NA,900,90,310,55,1255,1037,9.8,NA,NA,NA,NA,NA,395
102,3.46,2.5,0.018,0.009,0.044,0.22,0.69,1.1,0.2,0,0,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,845,4.3,NA,900,90,310,55,1367,1113,6,NA,NA,NA,NA,NA,390
102,3.97,3.12,0.003,0.01,0.062,0.15,0.13,0.83,0,0,0,0.07,0,0,NA,NA,NA,NA,NA,NA,NA,850,3.2,NA,900,90,310,55,1201,911,4.6,NA,NA,NA,NA,NA,390
102,3.2,2.88,0.025,0,0.043,0.16,0.03,0.06,0,0,0,0.056,0,0,NA,NA,NA,NA,NA,NA,NA,779,3.8,NA,900,90,310,55,1332,1017,5.1,NA,NA,NA,NA,NA,381
109,3.6,2.6,0.01,0.03,NA,0.3,0.2,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,90,350,30,800,NA,5,NA,NA,NA,NA,NA,379
109,3.6,2.6,0.01,0.03,NA,0.3,0.2,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,90,350,60,880,NA,6,NA,NA,NA,NA,NA,362
109,3.6,2.6,0.01,0.03,NA,0.3,0.2,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,90,350,90,760,NA,10,NA,NA,NA,NA,NA,362
109,3.6,2.6,0.01,0.03,NA,0.3,0.2,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,90,350,120,800,NA,12,NA,NA,NA,NA,NA,371
109,3.6,2.6,0.01,0.03,NA,0.3,0.2,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,90,350,30,875,NA,7,NA,NA,NA,NA,NA,371
109,3.6,2.6,0.01,0.03,NA,0.3,0.2,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,90,350,60,885,NA,11,NA,NA,NA,NA,NA,371
109,3.6,2.6,0.01,0.03,NA,0.3,0.2,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,90,350,90,910,NA,10,NA,NA,NA,NA,NA,371
109,3.6,2.6,0.01,0.03,NA,0.3,0.2,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,90,350,120,900,NA,14,NA,NA,NA,NA,NA,362.5
109,3.6,2.6,0.01,0.03,NA,0.3,0.2,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,90,350,30,890,NA,7,NA,NA,NA,NA,NA,371
109,3.6,2.6,0.01,0.03,NA,0.3,0.2,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,90,350,60,850,NA,11.7,NA,NA,NA,NA,NA,362
109,3.6,2.6,0.01,0.03,NA,0.3,0.2,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,90,350,90,920,NA,14,NA,NA,NA,NA,NA,362
109,3.6,2.6,0.01,0.03,NA,0.3,0.2,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,90,350,120,890,NA,10,NA,NA,NA,NA,NA,336
110,3.3,2.5,NA,NA,0.045,0.62,3.52,1.19,0.25,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,400,52,954,661,1.95,NA,NA,NA,NA,NA,356
110,3.3,2.5,NA,NA,0.045,0.62,3.52,1.19,0.25,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,400,52,995,649,2.4,NA,NA,NA,NA,NA,360
110,3.3,2.5,NA,NA,0.045,0.62,3.52,1.19,0.25,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,400,52,933,673,1.8,NA,NA,NA,NA,NA,363
117,3.56,2.68,0.006,0.03,0.0305,0.29,0,0.87,0.25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,654,4,NA,910,90,350,90,1125,800,8,21,101.9,NA,NA,NA,341
117,3.56,2.68,0.006,0.03,0.0305,0.29,0,0.87,0.25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,654,4,NA,910,90,370,90,1104,851,8,21,116.5,NA,NA,NA,336
117,3.56,2.68,0.006,0.03,0.0305,0.29,0,0.87,0.25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,654,4,NA,910,90,390,90,965,620,9,21,128.9,NA,NA,NA,299
117,3.56,2.68,0.006,0.03,0.0305,0.29,0,0.87,0.25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,654,4,NA,910,90,410,90,967,660,10,21,136.2,NA,NA,NA,292
