"C","Mn","Si","P","S","Cr","Ni","Cu","Mg","Rm.as.cast","A5.as.cast","Twardosc"
3.5,0.61,2.87,0.025,0.009,0.001,0.5,0.7,0.03,752.431895238095,5.00066666666666,319.551383509176
3.7,0.066,2.82,0.025,0.004,0.001,0.7,0.7,0.03,756.729933333333,5.56805966666666,309.186696656996
3.6,0.114,2.75,0.029,0.007,0.001,1,0.65,0.03,743.068133333333,5.49957833333334,313.763571049694
3.52,0.073,2.8,0.023,0.003,0.001,1.03,0.7,0.03,746.715733333333,5.67454766666666,304.324011390206
3.5,0.164,2.6,0.026,0.007,0.001,1.12,0.6,0.03,747.750433333333,5.49478066666666,292.837847660811
3.5,0.61,2.87,0.025,0.009,0.001,0.5,0.7,0.03,753.424128571428,4.99226199999999,325.066293735303
3.7,0.066,2.82,0.025,0.004,0.001,0.7,0.7,0.03,757.5446,5.56805966666666,310.564693716367
3.6,0.114,2.75,0.029,0.007,0.001,1,0.65,0.03,754.1108,5.52914833333334,321.345421423676
3.52,0.073,2.8,0.023,0.003,0.001,1.03,0.7,0.03,746.715733333333,5.67454766666666,304.481412734559
3.5,0.164,2.6,0.026,0.007,0.001,1.12,0.6,0.03,748.766033333333,5.46587733333333,297.837490954953
3.45,0.4,2.48,0.001,0.001,0.001,1.5,0.001,0.064,695.375933333333,8.38633399999997,364.451615921633
3.45,0.4,2.48,0.001,0.001,0.001,1.5,0.001,0.064,695.730966666667,8.42172599999997,325.678041167215
3.45,0.4,2.48,0.001,0.001,0.001,1.5,0.001,0.064,684.4091,8.45256599999997,277.376122165841
3.45,0.4,2.48,0.001,0.001,0.001,1.5,0.001,0.064,677.650433333333,8.52502599999997,261.424742819165
3.45,0.4,2.48,0.001,0.001,0.001,1.5,0.001,0.064,670.4898,8.60968599999998,242.736708520816
3.53,0.11,2.88,0.039,0.011,0.001,0,0,0.046,596.691188888889,11.0648933333334,555.61716532254
3.53,0.11,2.88,0.039,0.011,0.001,0,0,0.046,596.323755555555,11.2597226666667,297.913282880084
3.53,0.11,2.88,0.039,0.011,0.001,0,0,0.046,594.838155555555,11.3264193333334,280.036718778664
3.57,0.2,2.51,0.031,0.012,0.001,0.001,0.64,0.041,722.329866666667,6.43733466666666,349.594912424848
3.57,0.2,2.51,0.031,0.012,0.001,0.001,0.64,0.041,719.759366666667,6.29349966666666,425.552630988319
3,0.25,2.3,0.04,0.01,0,1.95,1,0.07,719.027466666667,5.73534699999999,490.135056837774
3.45,0.16,2,0.04,0.01,0,2.1,1.05,0.05,739.621061904762,5.49346333333332,340.120731451568
3.55,0.23,2.2,0.05,0.015,0,1.95,0.98,0.045,745.997466666667,5.36391099999999,369.575965630391
3.25,0.26,2.25,0.05,0.01,0,2,0.96,0.045,720.7989,5.16042366666665,369.575965630391
3.6,0.3,2.35,0.05,0.02,0,1.5,0,0.06,672.649933333333,8.45242433333331,349.594912424848
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,638.593133333333,8.655052,313.763571049694
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,639.5,8.49088133333333,330.990780897949
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.539133333333,8.382684,425.552630988319
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.539133333333,8.382684,425.552630988319
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.539133333333,8.382684,425.552630988319
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.539133333333,8.382684,425.552630988319
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.539133333333,8.382684,425.552630988319
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.539133333333,8.382684,425.552630988319
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.539133333333,8.382684,425.552630988319
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.539133333333,8.382684,425.552630988319
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.539133333333,8.382684,425.552630988319
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.539133333333,8.382684,425.552630988319
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.539133333333,8.382684,425.552630988319
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.626133333333,8.382684,390.933940514579
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.626133333333,8.382684,390.933940514579
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.626133333333,8.382684,390.933940514579
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.626133333333,8.382684,390.933940514579
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.626133333333,8.382684,390.933940514579
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.626133333333,8.382684,390.933940514579
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.626133333333,8.382684,390.933940514579
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.626133333333,8.382684,390.933940514579
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.626133333333,8.382684,390.933940514579
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.626133333333,8.382684,390.933940514579
3.45,0.27,3.22,0.03,0.014,0,0,0.07,0.045,637.626133333333,8.382684,390.933940514579
3.5,0.25,2.5,0,0,0,0.9,1.5,0.07,772.8252,5.87597033333334,309.671912599919
3.5,0.25,2.5,0,0,0,0.9,1.5,0.07,792.686533333334,5.862421,322.205060763991
3.5,0.25,2.5,0,0,0,0.9,1.5,0.07,772.093833333333,5.85589033333334,297.913282880084
3.5,0.25,2.5,0,0,0,0.9,1.5,0.07,795.071566666667,5.73887533333334,385.465360386159
3.5,0.25,2.5,0,0,0,0.9,1.5,0.07,795.279966666667,5.77546533333334,369.575965630391
3.5,0.25,2.5,0,0,0,0.9,1.5,0.07,792.422533333334,5.84701366666667,317.941287104385
3.5,0.25,2.5,0,0,0,0.9,1.5,0.07,795.209566666667,5.73887533333334,380.082837862655
3.5,0.25,2.5,0,0,0,0.9,1.5,0.07,795.209566666667,5.73887533333334,380.082837862655
3.5,0.25,2.5,0,0,0,0.9,0.8,0.07,793.465033333334,5.79743866666667,456.768123851606
3.5,0.25,2.5,0,0,0,0.9,0.8,0.07,794.410733333334,5.79193866666667,419.567705230408
3.5,0.25,2.5,0,0,0,0.9,0.8,0.07,794.635833333334,5.795052,380.082837862655
3.5,0.25,2.5,0,0,0,0.9,0.8,0.07,793.916266666667,5.87874866666667,335.512727372301
3.5,0.25,2.5,0,0,0,0.9,0.8,0.07,793.465033333334,5.79743866666667,456.768123851606
3.5,0.25,2.5,0,0,0,0.9,0.8,0.07,794.635833333334,5.795052,380.082837862655
3.5,0.25,2.5,0,0,0,0.9,0.8,0.07,794.534233333334,5.795052,402.129273586165
3.5,0.25,2.5,0,0,0,0.9,0.8,0.07,794.635833333334,5.795052,380.082837862655
3.45,0.4,2.48,0.013,0.012,0,1.5,0.3,0.05,725.358161904762,5.84203899999999,449.08019422521
3.45,0.4,2.48,0.013,0.012,0,1.5,0.3,0.05,725.667128571429,5.83445899999999,382.225519959467
3.45,0.4,2.48,0.013,0.012,0,1.5,0.3,0.05,713.119161904762,6.11919833333332,284.130882823798
3.52,0.51,2.39,0.012,0.012,0.038,0,0.89,0.03,718.446233333333,7.40875599999999,390.933940514579
3.72,0.198,1.95,0.0283,0.0093,0.001,0.015,0.58,0.0455751121076233,714.122285714286,6.69965033333333,409.011704030553
3.72,0.198,1.95,0.0283,0.0093,0.001,0.015,0.58,0.0455751121076233,713.974285714286,6.69965033333333,455.478196486715
3.72,0.198,1.95,0.0283,0.0093,0.001,0.015,0.58,0.0455751121076233,713.974285714286,6.69965033333333,439.644548842169
3.72,0.198,1.95,0.0283,0.0093,0.001,0.015,0.58,0.0455751121076233,714.122285714286,6.69965033333333,417.197831056619
3.72,0.198,1.95,0.0283,0.0093,0.001,0.015,0.58,0.0455751121076233,713.974285714286,6.69965033333333,505.498083582617
3.72,0.198,1.95,0.0283,0.0093,0.001,0.015,0.58,0.0455751121076233,714.186619047619,6.73744533333334,369.575965630391
