"Nr.zrodla","C","Si","S","P","Mg","Mn","Ni","Cu","Mo","Cr","Al","Sn","B","V","Wydzielenia.grafitu","Udzial.wydzielen.grafitu","Srednica.sferoidow","Wielkosc.sferoidow","Nodularity","Udzial.perlitu","Udzial.ferrytu","Rm.as.cast","A5.as.cast","Temperatura.austenityzacji","Czas.austenityzacji","Temperatura.przemiany.izotermicznej","Czas.przemiany.izotermicznej","Rm","R0.2","A5","Twardosc.Brinella","Twardosc.Rockwella","Twardosc.Rockwella.1","Twardosc.Vickersa","Udarnosc.Charpy","Temperatura.pomiaru.udarnosci","Udzial.austenitu","Martensite.volume.fraction.X","Retained.austenite.volume.fraction.X"
31,3.64,2.68,0.004,0.033,0.06,0.22,0.001,0.56,0.21,0.001,0.001,0.001,0.001,0.001,71,NA,NA,NA,90,NA,NA,NA,NA,900,90,400,120,863,724,9,NA,NA,NA,NA,NA,NA,20.3,NA,NA
31,3.68,2.28,0.005,0.032,0.06,0.22,0.001,0.56,0.24,0.001,0.001,0.001,0.001,0.001,62,NA,NA,NA,90,NA,NA,NA,NA,900,90,375,120,1109,931,8.2,NA,NA,NA,NA,NA,NA,28.8,NA,NA
31,3.64,2.68,0.004,0.033,0.06,0.22,0.001,0.56,0.21,0.001,0.001,0.001,0.001,0.001,71,NA,NA,NA,90,NA,NA,NA,NA,900,90,375,120,1163,952,8.5,NA,NA,NA,NA,NA,NA,34.6,NA,NA
31,3.68,2.28,0.005,0.032,0.06,0.22,0.001,0.56,0.24,0.001,0.001,0.001,0.001,0.001,62,NA,NA,NA,90,NA,NA,NA,NA,900,90,350,120,1204,1031,5.8,NA,NA,NA,NA,NA,NA,25.1,NA,NA
31,3.64,2.68,0.004,0.033,0.06,0.22,0.001,0.56,0.21,0.001,0.001,0.001,0.001,0.001,71,NA,NA,NA,90,NA,NA,NA,NA,900,90,350,120,1216,1042,6.1,NA,NA,NA,NA,NA,NA,31.8,NA,NA
31,3.68,2.28,0.005,0.032,0.06,0.22,0.001,0.56,0.24,0.001,0.001,0.001,0.001,0.001,62,NA,NA,NA,90,NA,NA,NA,NA,900,90,325,120,1363,1229,4.1,NA,NA,NA,NA,NA,NA,22.1,NA,NA
31,3.64,2.68,0.004,0.033,0.06,0.22,0.001,0.56,0.21,0.001,0.001,0.001,0.001,0.001,71,NA,NA,NA,90,NA,NA,NA,NA,900,90,325,120,1391,1235,4.3,NA,NA,NA,NA,NA,NA,25.7,NA,NA
31,3.68,2.28,0.005,0.032,0.06,0.22,0.001,0.56,0.24,0.001,0.001,0.001,0.001,0.001,62,NA,NA,NA,90,NA,NA,NA,NA,900,90,300,120,1460,1324,3.7,NA,NA,NA,NA,NA,NA,21.2,NA,NA
31,3.64,2.68,0.004,0.033,0.06,0.22,0.001,0.56,0.21,0.001,0.001,0.001,0.001,0.001,71,NA,NA,NA,90,NA,NA,NA,NA,900,90,300,120,1491,1331,3.8,NA,NA,NA,NA,NA,NA,24,NA,NA
31,3.67,3,0.005,0.033,0.059,0.22,0.001,0.57,0.29,0.001,0.001,0.001,0.001,0.001,77,NA,NA,NA,90,NA,NA,NA,NA,900,90,400,120,840,713,9.3,NA,NA,NA,NA,NA,NA,22.2,NA,NA
31,3.67,3,0.005,0.033,0.059,0.22,0.001,0.57,0.29,0.001,0.001,0.001,0.001,0.001,77,NA,NA,NA,90,NA,NA,NA,NA,900,90,375,120,1043,911,8.9,NA,NA,NA,NA,NA,NA,38.2,NA,NA
31,3.67,3,0.005,0.033,0.059,0.22,0.001,0.57,0.29,0.001,0.001,0.001,0.001,0.001,77,NA,NA,NA,90,NA,NA,NA,NA,900,90,350,120,1256,1072,6.8,NA,NA,NA,NA,NA,NA,36,NA,NA
31,3.67,3,0.005,0.033,0.059,0.22,0.001,0.57,0.29,0.001,0.001,0.001,0.001,0.001,77,NA,NA,NA,90,NA,NA,NA,NA,900,90,325,120,1426,1239,4.7,NA,NA,NA,NA,NA,NA,32.3,NA,NA
31,3.67,3,0.005,0.033,0.059,0.22,0.001,0.57,0.29,0.001,0.001,0.001,0.001,0.001,77,NA,NA,NA,90,NA,NA,NA,NA,900,90,300,120,1378,1353,4.1,NA,NA,NA,NA,NA,NA,31.3,NA,NA
32,3.5,2.5,0.01,0.03,0.0468414710485133,0.38,2,0.001,0.47,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,240,240,1300,NA,5.8,NA,NA,NA,NA,NA,NA,30,NA,NA
32,3.5,2.5,0.01,0.03,0.0468414710485133,0.38,2,0.001,0.47,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,240,180,1300,NA,6,NA,NA,NA,NA,NA,NA,30,NA,NA
32,3.5,2.5,0.01,0.03,0.0468414710485133,0.38,2,0.001,0.47,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,240,60,1280,NA,4.3,NA,NA,NA,NA,NA,NA,30,NA,NA
32,3.5,2.5,0.01,0.03,0.0468414710485133,0.38,2,0.001,0.47,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,240,30,1210,NA,2.5,NA,NA,NA,NA,NA,NA,30,NA,NA
32,3.5,2.5,0.01,0.03,0.0468414710485133,0.38,2,0.001,0.47,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,240,10,900,NA,1.5,NA,NA,NA,NA,NA,NA,30,NA,NA
33,3.41,2.12,0.015,0.017,0.068,0.34,1.38,0.001,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,855,30,400,67,920,NA,7.9,NA,NA,NA,NA,NA,NA,39,NA,NA
33,3.44,2.63,0.009,0.042,0.065,0.42,0.001,0.001,0.19,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,30,300,83,1450,NA,3,NA,NA,NA,NA,NA,NA,25,NA,NA
33,3.44,2.63,0.009,0.042,0.065,0.42,0.001,0.001,0.19,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,30,350,67,1260,NA,6,NA,NA,NA,NA,NA,NA,30,NA,NA
33,3.44,2.63,0.009,0.042,0.065,0.42,0.001,0.001,0.19,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,30,400,50,980,NA,6.9,NA,NA,NA,NA,NA,NA,39,NA,NA
33,3.56,2.69,0.007,0.04,0.063,0.43,0.001,0.001,0.36,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,30,300,283,1400,NA,2.2,NA,NA,NA,NA,NA,NA,17,NA,NA
33,3.56,2.69,0.007,0.04,0.063,0.43,0.001,0.001,0.36,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,30,350,166,1150,NA,4,NA,NA,NA,NA,NA,NA,28,NA,NA
33,3.56,2.69,0.007,0.04,0.063,0.43,0.001,0.001,0.36,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,30,400,116,990,NA,7,NA,NA,NA,NA,NA,NA,35,NA,NA
33,3.5,2.55,0.011,0.061,0.062,0.27,1.9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,875,30,300,333,1350,NA,7.9,NA,NA,NA,NA,NA,NA,25,NA,NA
33,3.5,2.55,0.011,0.061,0.062,0.27,1.9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,875,30,350,250,1100,NA,10,NA,NA,NA,NA,NA,NA,34,NA,NA
33,3.5,2.55,0.011,0.061,0.062,0.27,1.9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,875,30,400,50,950,NA,11.2,NA,NA,NA,NA,NA,NA,36,NA,NA
33,3.49,2.69,0.005,0.041,0.061,1.23,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,300,333,1205,NA,2.4,NA,NA,NA,NA,NA,NA,32,NA,NA
33,3.49,2.69,0.005,0.041,0.061,1.23,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,350,250,870,NA,2.5,NA,NA,NA,NA,NA,NA,43,NA,NA
33,3.49,2.69,0.005,0.041,0.061,1.23,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,400,166,660,NA,1.3,NA,NA,NA,NA,NA,NA,41,NA,NA
33,3.49,2.43,0.01,0.061,0.058,0.28,0.97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,30,300,283,1520,NA,3.2,NA,NA,NA,NA,NA,NA,18,NA,NA
33,3.49,2.43,0.01,0.061,0.058,0.28,0.97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,30,350,200,1195,NA,6.4,NA,NA,NA,NA,NA,NA,30,NA,NA
33,3.49,2.43,0.01,0.061,0.058,0.28,0.97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,30,400,33,980,NA,10,NA,NA,NA,NA,NA,NA,35,NA,NA
33,3.43,2.46,0.009,0.06,0.055,0.97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,300,250,1230,NA,1.8,NA,NA,NA,NA,NA,NA,26,NA,NA
33,3.43,2.46,0.009,0.06,0.055,0.97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,350,166,1000,NA,3.6,NA,NA,NA,NA,NA,NA,36,NA,NA
33,3.43,2.46,0.009,0.06,0.055,0.97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,400,83,710,NA,5.6,NA,NA,NA,NA,NA,NA,39,NA,NA
33,3.47,2.47,0.005,0.031,0.054,0.22,0.63,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,30,300,233,1510,NA,2.6,NA,NA,NA,NA,NA,NA,24,NA,NA
33,3.47,2.47,0.005,0.031,0.054,0.22,0.63,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,30,350,167,1210,NA,7.4,NA,NA,NA,NA,NA,NA,31,NA,NA
33,3.47,2.47,0.005,0.031,0.054,0.22,0.63,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,30,400,33,1005,NA,11.5,NA,NA,NA,NA,NA,NA,35,NA,NA
33,3.46,2.89,0.006,0.041,0.053,0.45,0.001,0.001,0.63,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,890,30,400,300,870,NA,5.3,NA,NA,NA,NA,NA,NA,30,NA,NA
33,3.46,2.89,0.006,0.041,0.053,0.45,0.001,0.001,0.63,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,890,30,350,300,1100,NA,2.7,NA,NA,NA,NA,NA,NA,27,NA,NA
33,3.46,2.89,0.006,0.041,0.053,0.45,0.001,0.001,0.63,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,890,30,300,300,1250,NA,2,NA,NA,NA,NA,NA,NA,19,NA,NA
33,3.29,2.67,0.01,0.062,0.047,0.24,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,350,100,1270,NA,6.3,NA,NA,NA,NA,NA,NA,32,NA,NA
33,3.29,2.67,0.01,0.062,0.047,0.24,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,400,32,1000,NA,12.5,NA,NA,NA,NA,NA,NA,38,NA,NA
33,3.29,2.67,0.01,0.062,0.047,0.24,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,300,17,1510,NA,2.9,NA,NA,NA,NA,NA,NA,27,NA,NA
33,3.47,2.76,0.017,0.031,0.043,0.34,0.001,0.74,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,350,166,1130,NA,10,NA,NA,NA,NA,NA,NA,33,NA,NA
33,3.47,2.76,0.017,0.031,0.043,0.34,0.001,0.74,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,400,50,1030,NA,11.3,NA,NA,NA,NA,NA,NA,37,NA,NA
33,3.5,2.66,0.01,0.062,0.042,0.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,350,333,1095,NA,5,NA,NA,NA,NA,NA,NA,33,NA,NA
33,3.5,2.66,0.01,0.062,0.042,0.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,300,166,1425,NA,2.7,NA,NA,NA,NA,NA,NA,19,NA,NA
33,3.5,2.66,0.01,0.062,0.042,0.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,400,83,845,NA,5.8,NA,NA,NA,NA,NA,NA,40,NA,NA
34,3.65,2.28,0.006,0.028,0.035,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,400,240,NA,NA,NA,NA,30,NA,NA,NA,NA,7,NA,NA
34,3.65,2.28,0.006,0.028,0.035,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,240,NA,NA,NA,NA,41,NA,NA,NA,NA,23,NA,NA
34,3.65,2.28,0.006,0.028,0.035,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,400,150,NA,NA,NA,NA,31,NA,NA,NA,NA,9,NA,NA
34,3.65,2.28,0.006,0.028,0.035,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,150,NA,NA,NA,NA,40,NA,NA,NA,NA,23,NA,NA
34,3.65,2.28,0.006,0.028,0.035,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,400,100,NA,NA,NA,NA,31,NA,NA,NA,NA,9,NA,NA
34,3.65,2.28,0.006,0.028,0.035,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,100,NA,NA,NA,NA,40,NA,NA,NA,NA,25,NA,NA
34,3.65,2.28,0.006,0.028,0.035,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,400,60,NA,NA,NA,NA,28,NA,NA,NA,NA,30,NA,NA
34,3.65,2.28,0.006,0.028,0.035,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,60,NA,NA,NA,NA,40,NA,NA,NA,NA,24,NA,NA
34,3.65,2.28,0.006,0.028,0.035,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,400,35,NA,NA,NA,NA,28,NA,NA,NA,NA,44,NA,NA
34,3.65,2.28,0.006,0.028,0.035,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,35,NA,NA,NA,NA,39,NA,NA,NA,NA,28,NA,NA
34,3.65,2.28,0.006,0.028,0.035,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,400,20,NA,NA,NA,NA,27,NA,NA,NA,NA,48,NA,NA
34,3.65,2.28,0.006,0.028,0.035,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,20,NA,NA,NA,NA,42,NA,NA,NA,NA,32,NA,NA
34,3.65,2.28,0.006,0.028,0.035,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,400,10,NA,NA,NA,NA,30,NA,NA,NA,NA,53,NA,NA
34,3.65,2.28,0.006,0.028,0.035,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,10,NA,NA,NA,NA,46,NA,NA,NA,NA,24,NA,NA
35,3,2.5,0.01,0.02,0.054,0.11,0.58,0.75,0.16,0.001,0.001,0.001,0.001,0.001,126,NA,NA,NA,90,NA,NA,NA,NA,900,120,375,120,998,760,11.7,NA,NA,NA,NA,NA,NA,30,NA,NA
35,3.3,2.3,0.01,0.02,0.045,0.14,0.54,0.65,0.14,0.001,0.001,0.001,0.001,0.001,161,NA,NA,NA,90,NA,NA,NA,NA,900,120,375,120,988,733,12.4,NA,NA,NA,NA,NA,NA,30,NA,NA
36,3.26,2.6,0.018,0.016,0.056,0.375,0,0,0,0.001,0.001,0.001,0.001,0.001,105,8.9,70,NA,60,NA,NA,NA,NA,900,30,300,80,1500,1240,2.2,NA,NA,NA,415,NA,NA,20,NA,NA
36,3.26,2.6,0.018,0.016,0.056,0.375,0,0,0,0.001,0.001,0.001,0.001,0.001,105,8.9,70,NA,60,NA,NA,NA,NA,900,30,350,100,1330,990,8.8,NA,NA,NA,360,NA,NA,32,NA,NA
36,3.26,2.6,0.018,0.016,0.056,0.375,0,0,0,0.001,0.001,0.001,0.001,0.001,105,8.9,70,NA,60,NA,NA,NA,NA,900,30,400,30,1000,710,9.9,NA,NA,NA,270,NA,NA,37,NA,NA
36,3.57,2.85,0.0235,0.0295,0.048,0.615,0.044,0.53,0.33,0.001,0.001,0.001,0.001,0.001,98,8.3,60,NA,70,NA,NA,NA,NA,900,30,300,30,1340,1000,2.2,NA,NA,NA,438,NA,NA,26,NA,NA
36,3.57,2.85,0.0235,0.0295,0.048,0.615,0.044,0.53,0.33,0.001,0.001,0.001,0.001,0.001,98,8.3,60,NA,70,NA,NA,NA,NA,900,30,400,65,840,840,2.8,NA,NA,NA,345,NA,NA,38,NA,NA
37,3.39,2.56,0,0,0.04,0.37,0,0.29,0.25,0.001,0.001,0.001,0.001,0.001,104,NA,NA,NA,90,NA,NA,NA,NA,870,120,375,120,930,730,9,NA,NA,NA,NA,NA,NA,30,NA,NA
37,3.52,2.64,0,0,0.04,0.67,0,0.25,0.25,0.001,0.001,0.001,0.001,0.001,102,NA,NA,NA,90,NA,NA,NA,NA,870,120,375,120,900,780,9.4,NA,NA,NA,NA,NA,NA,30,NA,NA
37,3.48,2.51,0,0,0.04,0.56,0,0.31,0.15,0.001,0.001,0.001,0.001,0.001,130,NA,NA,NA,90,NA,NA,NA,NA,870,120,375,120,1154,896,9.6,NA,NA,NA,NA,NA,NA,30,NA,NA
37,3.5,2.32,0,0,0.04,0.59,0,0.29,0.33,0.001,0.001,0.001,0.001,0.001,230,NA,NA,NA,90,NA,NA,NA,NA,870,120,375,120,1161,850,12,NA,NA,NA,NA,NA,NA,30,NA,NA
38,3.5,2.5,0.004,0.02,0.035,0.25,1.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,375,240,NA,NA,6.5,307,NA,NA,NA,NA,NA,30,NA,NA
38,3.5,2.5,0.004,0.02,0.035,0.25,1.4,0.001,0.3,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,375,240,NA,NA,5.7,302,NA,NA,NA,NA,NA,30,NA,NA
38,3.5,2.5,0.004,0.02,0.035,0.25,1.4,0.001,0.35,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,375,240,NA,NA,5.9,306,NA,NA,NA,NA,NA,30,NA,NA
38,3.5,2.5,0.004,0.02,0.035,0.25,1.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,375,240,NA,NA,6.9,297,NA,NA,NA,NA,NA,30,NA,NA
38,3.5,2.5,0.004,0.02,0.035,0.25,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,375,240,NA,NA,7.3,303,NA,NA,NA,NA,NA,30,NA,NA
38,3.5,2.5,0.004,0.02,0.035,0.25,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,375,240,NA,NA,7.1,305,NA,NA,NA,NA,NA,30,NA,NA
38,3.5,2.5,0.004,0.02,0.035,0.25,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,375,240,NA,NA,5.5,322,NA,NA,NA,NA,NA,30,NA,NA
38,3.1,2.5,0.004,0.02,0.035,0.25,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,375,240,NA,NA,7.5,310,NA,NA,NA,NA,NA,30,NA,NA
38,3.5,2.5,0.004,0.02,0.035,0.25,1.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,240,NA,NA,4.3,378,NA,NA,NA,NA,NA,30,NA,NA
38,3.5,2.5,0.004,0.02,0.035,0.25,1.4,0.001,0.3,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,240,NA,NA,3.6,373,NA,NA,NA,NA,NA,30,NA,NA
38,3.5,2.5,0.004,0.02,0.035,0.25,1.4,0.001,0.35,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,240,NA,NA,3.2,373,NA,NA,NA,NA,NA,30,NA,NA
38,3.5,2.5,0.004,0.02,0.035,0.25,1.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,240,NA,NA,3.5,356,NA,NA,NA,NA,NA,30,NA,NA
38,3.5,2.5,0.004,0.02,0.035,0.25,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,240,NA,NA,5,365,NA,NA,NA,NA,NA,30,NA,NA
38,3.5,2.5,0.004,0.02,0.035,0.25,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,240,NA,NA,4,369,NA,NA,NA,NA,NA,30,NA,NA
38,3.5,2.5,0.004,0.02,0.035,0.25,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,240,NA,NA,2.4,347,NA,NA,NA,NA,NA,30,NA,NA
38,3.1,2.5,0.004,0.02,0.035,0.25,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,240,NA,NA,4.8,374,NA,NA,NA,NA,NA,30,NA,NA
39,3.6,3.2,0.013,0.015,0.06,0.24,0.68,0.78,0.31,0.001,0.001,0.001,0.001,0.001,337,NA,NA,NA,90,NA,NA,NA,NA,900,60,435,60,1024,600,3.15,330,NA,NA,NA,NA,NA,32.5,NA,NA
39,3.6,3.2,0.013,0.015,0.06,0.24,0.68,0.78,0.31,0.001,0.001,0.001,0.001,0.001,337,NA,NA,NA,90,NA,NA,NA,NA,900,60,409,60,1025,550,6.6,304,NA,NA,NA,NA,NA,44,NA,NA
39,3.6,3.2,0.013,0.015,0.06,0.24,0.68,0.78,0.31,0.001,0.001,0.001,0.001,0.001,337,NA,NA,NA,90,NA,NA,NA,NA,900,60,381,60,1040,670,6.7,325,NA,NA,NA,NA,NA,37.5,NA,NA
39,3.6,3.58,0.01,0.014,0.054,0.24,0.65,0.68,0.32,0.001,0.001,0.001,0.001,0.001,480,NA,NA,NA,90,NA,NA,NA,NA,900,60,430,60,1123,580,4,331,NA,NA,NA,NA,NA,33,NA,NA
39,3.6,3.58,0.01,0.014,0.054,0.24,0.65,0.68,0.32,0.001,0.001,0.001,0.001,0.001,480,NA,NA,NA,90,NA,NA,NA,NA,900,60,408,60,1100,555,4.25,313,NA,NA,NA,NA,NA,39,NA,NA
39,3.6,3.58,0.01,0.014,0.054,0.24,0.65,0.68,0.32,0.001,0.001,0.001,0.001,0.001,480,NA,NA,NA,90,NA,NA,NA,NA,900,60,380,60,1125,730,9.4,330,NA,NA,NA,NA,NA,40,NA,NA
39,3.66,2.69,0.005,0.012,0.047,0.2,0.61,0.59,0.28,0.001,0.001,0.001,0.001,0.001,400,NA,NA,NA,90,NA,NA,NA,NA,970,60,440,60,925,525,1.5,NA,NA,NA,NA,NA,NA,39.5,NA,NA
39,3.66,2.69,0.005,0.012,0.047,0.2,0.61,0.59,0.28,0.001,0.001,0.001,0.001,0.001,400,NA,NA,NA,90,NA,NA,NA,NA,970,60,410,60,965,500,3.6,NA,NA,NA,NA,NA,NA,57.5,NA,NA
39,3.66,2.69,0.005,0.012,0.047,0.2,0.61,0.59,0.28,0.001,0.001,0.001,0.001,0.001,400,NA,NA,NA,90,NA,NA,NA,NA,970,60,370,60,1090,670,6.1,NA,NA,NA,NA,NA,NA,66,NA,NA
39,3.66,2.69,0.005,0.012,0.047,0.2,0.61,0.59,0.28,0.001,0.001,0.001,0.001,0.001,400,NA,NA,NA,90,NA,NA,NA,NA,970,60,340,60,1250,900,9.1,NA,NA,NA,NA,NA,NA,57,NA,NA
39,3.66,2.69,0.005,0.012,0.047,0.2,0.61,0.59,0.28,0.001,0.001,0.001,0.001,0.001,400,NA,NA,NA,90,NA,NA,NA,NA,900,60,454,60,990,525,2.5,338,NA,NA,NA,NA,NA,15,NA,NA
39,3.66,2.69,0.005,0.012,0.047,0.2,0.61,0.59,0.28,0.001,0.001,0.001,0.001,0.001,400,NA,NA,NA,90,NA,NA,NA,NA,900,60,415,60,1025,550,6.4,304,NA,NA,NA,NA,NA,40,NA,NA
39,3.66,2.69,0.005,0.012,0.047,0.2,0.61,0.59,0.28,0.001,0.001,0.001,0.001,0.001,400,NA,NA,NA,90,NA,NA,NA,NA,900,60,375,60,1040,775,7,338,NA,NA,NA,NA,NA,38,NA,NA
39,3.66,2.69,0.005,0.012,0.047,0.2,0.61,0.59,0.28,0.001,0.001,0.001,0.001,0.001,400,NA,NA,NA,90,NA,NA,NA,NA,900,60,360,60,1190,880,5.35,363,NA,NA,NA,NA,NA,33,NA,NA
40,3.68,2.52,0.008,0.02,0.055,0.25,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,200,NA,NA,NA,90,NA,NA,NA,NA,900,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
